No,No,Sí,Sí,Sí,No,No
681b2a491563ed46a85f2498,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,14.0,176.5,No,2025-05-07 09:39:21.596,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a4b1563ed46a85f2499,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,15.0,167.9,No,2025-05-07 09:39:23.625,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a4d1563ed46a85f249a,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,16.0,158.6,No,2025-05-07 09:39:25.650,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a4f1563ed46a85f249b,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,17.0,149.3,No,2025-05-07 09:39:27.693,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a511563ed46a85f249c,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,18.0,140.8,No,2025-05-07 09:39:29.764,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a531563ed46a85f249d,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,19.0,131.9,No,2025-05-07 09:39:31.808,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a551563ed46a85f249e,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,20.0,122.6,No,2025-05-07 09:39:33.854,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a571563ed46a85f249f,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,21.0,113.3,No,2025-05-07 09:39:35.912,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a591563ed46a85f24a0,SIM_001,19.6,Principi_id,inmersion_id,temperatura_agua_celsius,nivel_experiencia,condiciones_mar,tipo_gas_usado,volumen_tanque_l,tipo,fase,profundidad_actual_m,tiempo_transcurrido_min,aire_restante_bar,parada_de_seguridad,timestamp,tiempo_total_min,deco_required,deco_performed,safety_required,safety_performed,out_of_air,reserve_ok,inmersion_segura,temperatura_agua_celsius_resumen,nivel_experiencia_resumen,condiciones_mar_resumen,tipo_gas_usado_resumen,volumen_tanque_l_resumen,tipo_resumen,fase_resumen,profundidad_actual_m_resumen,tiempo_transcurrido_min_resumen,aire_restante_bar_resumen,parada_de_seguridad_resumen,timestamp_resumen,tiempo_total_min_resumen,deco_required_resumen,deco_performed_resumen,safety_required_resumen,safety_performed_resumen,out_of_air_resumen,reserve_ok_resumen,inmersion_segura_resumen
681b2a2e1563ed46a85f248b,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,descenso,13.0,1.0,292.1,No,2025-05-07 09:38:54.842,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a301563ed46a85f248c,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,2.0,283.3,No,2025-05-07 09:38:56.914,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a321563ed46a85f248d,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,3.0,274.3,No,2025-05-07 09:38:58.985,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,ante,Agitado,Nitrox,10.0,fase,fondo,13.0,22.0,104.2,No,2025-05-07 09:39:37.957,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a5c1563ed46a85f24a1,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,23.0,95.5,No,2025-05-07 09:39:40.008,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a5e1563ed46a85f24a2,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,24.0,86.3,No,2025-05-07 09:39:42.053,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a601563ed46a85f24a3,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,25.0,77.8,No,2025-05-07 09:39:44.096,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a621563ed46a85f24a4,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,26.0,69.3,No,2025-05-07 09:39:46.112,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a641563ed46a85f24a5,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,27.0,60.2,No,2025-05-07 09:39:48.155,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a661563ed46a85f24a6,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,28.0,50.9,No,2025-05-07 09:39:50.197,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a681563ed46a85f24a7,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,29.0,42.6,No,2025-05-07 09:39:52.240,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a6a1563ed46a85f24a8,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,30.0,33.9,No,2025-05-07 09:39:54.276,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a6c1563ed46a85f24a9,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,31.0,25.0,No,2025-05-07 09:39:56.320,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a6e1563ed46a85f24aa,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,32.0,15.9,No,2025-05-07 09:39:58.393,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a701563ed46a85f24ab,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,33.0,6.7,No,2025-05-07 09:40:00.466,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a721563ed46a85f24ac,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,34.0,0.0,No,2025-05-07 09:40:02.486,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a741563ed46a85f24ad,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,fondo,13.0,35.0,0.0,No,2025-05-07 09:40:04.540,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a761563ed46a85f24ae,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,36.0,0.0,Sí,2025-05-07 09:40:06.582,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a781563ed46a85f24af,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,37.0,0.0,Sí,2025-05-07 09:40:08.626,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a7a1563ed46a85f24b0,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,38.0,0.0,Sí,2025-05-07 09:40:10.684,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a7c1563ed46a85f24b1,SIM_001,19.6,Principiante,Agitado,Nitrox,10.0,fase,ascenso,0.0,39.0,0.0,No,2025-05-07 09:40:12.726,,,,,,,,,19.6,Principiante,Agitado,Nitrox,10.0,,,0.0,,0.0,,2025-05-07 09:40:14.783,39.0,No,No,Sí,Sí,Sí,No,No
681b2a801563ed46a85f24b3,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,descenso,18.0,1.0,293.0,No,2025-05-07 09:40:16.857,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a821563ed46a85f24b4,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,descenso,36.0,2.0,281.5,No,2025-05-07 09:40:18.928,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a841563ed46a85f24b5,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,descenso,54.0,3.0,266.0,No,2025-05-07 09:40:20.973,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a871563ed46a85f24b6,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,descenso,60.0,4.0,248.7,No,2025-05-07 09:40:23.014,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a891563ed46a85f24b7,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,5.0,227.7,No,2025-05-07 09:40:25.068,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a8b1563ed46a85f24b8,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,6.0,207.2,No,2025-05-07 09:40:27.111,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a8d1563ed46a85f24b9,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,7.0,186.8,No,2025-05-07 09:40:29.144,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a8f1563ed46a85f24ba,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,8.0,165.9,No,2025-05-07 09:40:31.189,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a911563ed46a85f24bb,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,9.0,146.1,No,2025-05-07 09:40:33.231,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a931563ed46a85f24bc,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,10.0,123.6,No,2025-05-07 09:40:35.275,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a951563ed46a85f24bd,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,11.0,102.8,No,2025-05-07 09:40:37.317,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a971563ed46a85f24be,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,12.0,81.9,No,2025-05-07 09:40:39.395,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a991563ed46a85f24bf,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,fondo,60.0,13.0,62.4,No,2025-05-07 09:40:41.427,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a9b1563ed46a85f24c0,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,safety_stop,5.0,14.0,59.2,Sí,2025-05-07 09:40:43.484,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a9d1563ed46a85f24c1,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,safety_stop,5.0,15.0,56.0,Sí,2025-05-07 09:40:45.544,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2a9f1563ed46a85f24c2,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,safety_stop,5.0,16.0,52.3,Sí,2025-05-07 09:40:47.601,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2aa11563ed46a85f24c3,SIM_002,25.0,Avanzado,Moderado,Aire,10.0,fase,ascenso,0.0,17.0,50.0,No,2025-05-07 09:40:49.635,,,,,,,,,25.0,Avanzado,Moderado,Aire,10.0,,,0.0,,50.0,,2025-05-07 09:40:51.704,17.0,No,No,Sí,Sí,No,Sí,Sí
681b2aa51563ed46a85f24c5,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,descenso,18.0,1.0,291.9,No,2025-05-07 09:40:53.760,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aa71563ed46a85f24c6,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,descenso,20.0,2.0,283.0,No,2025-05-07 09:40:55.806,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aa91563ed46a85f24c7,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,3.0,272.3,No,2025-05-07 09:40:57.864,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aab1563ed46a85f24c8,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,4.0,261.7,No,2025-05-07 09:40:59.910,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aad1563ed46a85f24c9,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,5.0,251.0,No,2025-05-07 09:41:01.977,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ab01563ed46a85f24ca,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,6.0,241.2,No,2025-05-07 09:41:04.019,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ab21563ed46a85f24cb,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,7.0,231.0,No,2025-05-07 09:41:06.064,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ab41563ed46a85f24cc,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,8.0,221.1,No,2025-05-07 09:41:08.128,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ab61563ed46a85f24cd,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,9.0,211.1,No,2025-05-07 09:41:10.159,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ab81563ed46a85f24ce,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,10.0,201.3,No,2025-05-07 09:41:12.202,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aba1563ed46a85f24cf,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,11.0,191.0,No,2025-05-07 09:41:14.236,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2abc1563ed46a85f24d0,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,12.0,180.3,No,2025-05-07 09:41:16.304,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2abe1563ed46a85f24d1,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,13.0,170.0,No,2025-05-07 09:41:18.347,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ac01563ed46a85f24d2,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,14.0,159.6,No,2025-05-07 09:41:20.405,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ac21563ed46a85f24d3,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,15.0,148.5,No,2025-05-07 09:41:22.449,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ac41563ed46a85f24d4,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,16.0,138.8,No,2025-05-07 09:41:24.495,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ac61563ed46a85f24d5,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,17.0,128.8,No,2025-05-07 09:41:26.566,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ac81563ed46a85f24d6,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,18.0,118.8,No,2025-05-07 09:41:28.624,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2aca1563ed46a85f24d7,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,19.0,109.1,No,2025-05-07 09:41:30.679,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2acc1563ed46a85f24d8,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,20.0,99.1,No,2025-05-07 09:41:32.724,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ace1563ed46a85f24d9,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,21.0,88.8,No,2025-05-07 09:41:34.807,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ad01563ed46a85f24da,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,22.0,78.3,No,2025-05-07 09:41:36.852,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ad21563ed46a85f24db,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,23.0,68.9,No,2025-05-07 09:41:38.912,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ad41563ed46a85f24dc,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,24.0,58.5,No,2025-05-07 09:41:40.957,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ad71563ed46a85f24dd,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,25.0,47.8,No,2025-05-07 09:41:43.000,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
681b2ad91563ed46a85f24de,SIM_003,17.3,Principiante,Moderado,Nitrox,10.0,fase,fondo,20.0,26.0,37.2,No,2025-05-07 09:41:45.053,,,,,,,,,17.3,Principiante,Moderado,Nitrox,10.0,,,0.0,,2.0,,2025-05-07 09:41:59.422,32.0,No,No,Sí,Sí,No,No,No
